,dewpoint,latitude,longitude,observationTimeUtcIso,precipitationRate,pressure,relativeHumidity,temperature,windDirection,windSpeed
22,21.7,-6.235,106.773,2017-01-01T22:00:00+0000,0.0,1009.7,87.6,23.9,202.3,8.8
23,21.6,-6.235,106.773,2017-01-01T23:00:00+0000,0.0,1009.9,87.1,23.9,198.8,8.4
24,21.8,-6.235,106.773,2017-01-02T00:00:00+0000,0.0,1010.4,80.1,25.5,193.0,7.5
25,22.0,-6.235,106.773,2017-01-02T01:00:00+0000,0.0,1010.3,70.6,27.9,201.4,6.0
26,21.5,-6.235,106.773,2017-01-02T02:00:00+0000,0.0,1010.7,54.4,31.8,227.5,3.5
27,21.1,-6.235,106.773,2017-01-02T03:00:00+0000,0.0,1010.8,47.3,34.0,275.3,3.9
28,20.9,-6.235,106.773,2017-01-02T04:00:00+0000,0.0,1010.3,47.1,33.7,293.7,7.0
29,21.1,-6.235,106.773,2017-01-02T05:00:00+0000,0.288,1009.6,48.1,33.6,295.6,9.7
30,21.4,-6.235,106.773,2017-01-02T06:00:00+0000,0.338,1008.8,48.0,34.0,290.9,11.3
31,20.4,-6.235,106.773,2017-01-02T07:00:00+0000,0.0,1008.2,45.4,33.9,279.9,13.3
32,20.8,-6.235,106.773,2017-01-02T08:00:00+0000,0.115,1007.6,47.1,33.6,278.3,14.4
33,21.3,-6.235,106.773,2017-01-02T09:00:00+0000,1.03,1007.6,51.5,32.7,269.6,14.0
34,21.8,-6.235,106.773,2017-01-02T10:00:00+0000,0.468,1008.0,56.6,31.5,265.4,11.6
35,22.1,-6.235,106.773,2017-01-02T11:00:00+0000,0.007,1008.5,64.9,29.4,262.9,8.8
36,22.0,-6.235,106.773,2017-01-02T12:00:00+0000,0.0,1009.2,69.3,28.2,256.7,8.3
37,22.0,-6.235,106.773,2017-01-02T13:00:00+0000,0.0,1009.3,71.2,27.7,244.1,10.3
38,22.0,-6.235,106.773,2017-01-02T14:00:00+0000,0.0,1009.9,73.2,27.3,231.9,10.0
39,22.0,-6.235,106.773,2017-01-02T15:00:00+0000,0.0,1010.7,75.0,26.8,224.7,9.1
40,22.0,-6.235,106.773,2017-01-02T16:00:00+0000,0.0,1011.0,76.6,26.5,220.2,9.5
41,22.0,-6.235,106.773,2017-01-02T17:00:00+0000,0.0,1011.2,78.6,26.1,216.1,9.7
42,22.1,-6.235,106.773,2017-01-02T18:00:00+0000,0.0,1011.1,80.4,25.7,209.7,9.4
43,22.0,-6.235,106.773,2017-01-02T19:00:00+0000,0.0,1010.8,81.5,25.4,201.8,8.6
44,21.9,-6.235,106.773,2017-01-02T20:00:00+0000,0.0,1010.1,82.7,25.1,192.9,9.3
45,21.8,-6.235,106.773,2017-01-02T21:00:00+0000,0.0,1009.2,83.5,24.8,185.2,9.9
46,21.7,-6.235,106.773,2017-01-02T22:00:00+0000,0.0,1009.3,84.2,24.6,185.8,9.6
47,21.7,-6.235,106.773,2017-01-02T23:00:00+0000,0.0,1009.6,84.8,24.4,185.8,8.9
48,21.9,-6.235,106.773,2017-01-03T00:00:00+0000,0.0,1010.3,78.9,25.9,188.6,7.9
49,21.9,-6.235,106.773,2017-01-03T01:00:00+0000,0.0,1010.3,67.0,28.6,239.4,12.0
50,21.6,-6.235,106.773,2017-01-03T02:00:00+0000,0.0,1010.6,59.3,30.5,249.8,11.9
51,21.5,-6.235,106.773,2017-01-03T03:00:00+0000,0.0,1010.3,53.4,32.2,270.4,10.9
52,21.3,-6.235,106.773,2017-01-03T04:00:00+0000,0.0,1009.6,49.4,33.3,290.4,11.7
53,21.3,-6.235,106.773,2017-01-03T05:00:00+0000,0.0,1008.9,47.6,34.0,307.7,13.2
54,21.4,-6.235,106.773,2017-01-03T06:00:00+0000,0.065,1008.2,49.4,33.5,319.5,14.1
55,22.3,-6.235,106.773,2017-01-03T07:00:00+0000,1.386,1007.3,55.3,32.5,323.1,14.4
56,22.8,-6.235,106.773,2017-01-03T08:00:00+0000,1.472,1007.2,60.1,31.5,330.2,14.4
57,23.0,-6.235,106.773,2017-01-03T09:00:00+0000,0.457,1007.1,63.6,30.7,332.5,11.8
58,23.2,-6.235,106.773,2017-01-03T10:00:00+0000,0.299,1007.6,67.3,29.9,327.9,9.6
59,23.5,-6.235,106.773,2017-01-03T11:00:00+0000,0.22,1008.2,74.8,28.4,324.9,6.6
60,23.6,-6.235,106.773,2017-01-03T12:00:00+0000,0.032,1008.8,78.8,27.6,323.6,6.7
61,23.4,-6.235,106.773,2017-01-03T13:00:00+0000,0.0,1009.2,79.6,27.2,326.7,6.6
62,23.5,-6.235,106.773,2017-01-03T14:00:00+0000,0.0,1009.6,80.8,27.1,321.8,6.9
63,23.6,-6.235,106.773,2017-01-03T15:00:00+0000,0.0,1009.5,83.1,26.7,315.0,6.1
64,23.6,-6.235,106.773,2017-01-03T16:00:00+0000,0.0,1009.5,85.2,26.3,293.4,3.5
65,23.6,-6.235,106.773,2017-01-03T17:00:00+0000,0.0,1009.5,86.5,26.0,248.3,3.0
66,23.4,-6.235,106.773,2017-01-03T18:00:00+0000,0.0,1009.4,87.1,25.7,232.5,3.5
67,23.2,-6.235,106.773,2017-01-03T19:00:00+0000,0.151,1009.4,87.5,25.4,235.3,3.4
68,23.3,-6.235,106.773,2017-01-03T20:00:00+0000,1.93,1009.7,89.6,25.2,236.3,2.7
69,23.4,-6.235,106.773,2017-01-03T21:00:00+0000,2.477,1009.7,88.4,25.5,276.6,1.6
70,23.5,-6.235,106.773,2017-01-03T22:00:00+0000,2.729,1010.0,89.3,25.4,307.6,1.6
71,23.5,-6.235,106.773,2017-01-03T23:00:00+0000,3.1,1010.3,90.1,25.3,324.3,1.7
72,23.3,-6.235,106.773,2017-01-04T00:00:00+0000,1.667,1010.5,88.1,25.4,322.4,1.6
73,23.3,-6.235,106.773,2017-01-04T01:00:00+0000,0.281,1010.7,82.0,26.6,206.6,2.7
74,23.7,-6.235,106.773,2017-01-04T02:00:00+0000,0.0,1010.3,75.5,28.5,313.5,2.0
75,23.8,-6.235,106.773,2017-01-04T03:00:00+0000,0.032,1009.9,72.1,29.3,349.9,6.4
76,23.8,-6.235,106.773,2017-01-04T04:00:00+0000,0.205,1009.6,70.8,29.7,350.3,8.5
77,23.7,-6.235,106.773,2017-01-04T05:00:00+0000,0.094,1009.1,68.5,30.1,352.0,9.8
78,23.5,-6.235,106.773,2017-01-04T06:00:00+0000,0.079,1008.4,66.0,30.6,353.6,10.1
79,22.7,-6.235,106.773,2017-01-04T07:00:00+0000,0.0,1008.6,61.5,30.9,351.1,7.9
80,22.6,-6.235,106.773,2017-01-04T08:00:00+0000,0.0,1007.8,62.0,30.7,353.4,8.8
81,22.6,-6.235,106.773,2017-01-04T09:00:00+0000,0.108,1007.6,65.0,29.9,345.9,9.1
82,22.8,-6.235,106.773,2017-01-04T10:00:00+0000,0.108,1007.7,69.3,29.0,340.0,8.1
83,23.1,-6.235,106.773,2017-01-04T11:00:00+0000,0.072,1007.8,76.2,27.7,339.1,5.7
84,23.1,-6.235,106.773,2017-01-04T12:00:00+0000,0.0,1008.1,80.0,26.8,345.0,4.3
85,23.2,-6.235,106.773,2017-01-04T13:00:00+0000,0.0,1008.5,82.8,26.3,5.3,1.6
86,23.1,-6.235,106.773,2017-01-04T14:00:00+0000,0.0,1009.2,83.6,26.1,67.1,1.0
87,23.0,-6.235,106.773,2017-01-04T15:00:00+0000,0.0,1009.7,83.9,25.9,134.3,2.1
88,22.8,-6.235,106.773,2017-01-04T16:00:00+0000,0.0,1010.0,84.5,25.6,133.9,2.7
89,22.7,-6.235,106.773,2017-01-04T17:00:00+0000,0.0,1010.2,84.9,25.4,122.9,3.0
90,22.8,-6.235,106.773,2017-01-04T18:00:00+0000,0.0,1009.8,86.6,25.2,125.6,2.3
91,22.6,-6.235,106.773,2017-01-04T19:00:00+0000,0.0,1009.5,86.9,25.0,56.3,0.6
92,22.6,-6.235,106.773,2017-01-04T20:00:00+0000,0.0,1009.0,87.4,24.9,342.3,0.8
93,22.6,-6.235,106.773,2017-01-04T21:00:00+0000,0.0,1008.7,87.9,24.8,162.5,0.7
94,22.4,-6.235,106.773,2017-01-04T22:00:00+0000,0.0,1009.0,87.9,24.5,153.7,2.9
95,22.2,-6.235,106.773,2017-01-04T23:00:00+0000,0.0,1009.4,86.3,24.7,149.6,4.6
96,22.4,-6.235,106.773,2017-01-05T00:00:00+0000,0.0,1009.7,79.9,26.1,141.2,5.9
97,22.2,-6.235,106.773,2017-01-05T01:00:00+0000,0.0,1010.2,70.0,28.2,56.8,2.4
98,22.1,-6.235,106.773,2017-01-05T02:00:00+0000,0.0,1010.6,65.2,29.3,20.6,5.5
99,22.2,-6.235,106.773,2017-01-05T03:00:00+0000,0.0,1010.5,61.5,30.5,7.1,6.4
100,22.3,-6.235,106.773,2017-01-05T04:00:00+0000,0.0,1009.9,59.2,31.2,359.2,7.4
101,22.3,-6.235,106.773,2017-01-05T05:00:00+0000,0.0,1009.3,58.6,31.4,353.8,8.7
102,22.3,-6.235,106.773,2017-01-05T06:00:00+0000,0.0,1008.4,58.5,31.5,353.6,10.0
103,22.7,-6.235,106.773,2017-01-05T07:00:00+0000,0.155,1007.9,60.2,31.3,337.9,11.5
104,22.8,-6.235,106.773,2017-01-05T08:00:00+0000,0.241,1008.0,63.6,30.5,339.0,13.7
105,23.0,-6.235,106.773,2017-01-05T09:00:00+0000,0.317,1008.0,67.6,29.7,337.4,12.6
106,23.2,-6.235,106.773,2017-01-05T10:00:00+0000,0.31,1008.3,71.3,28.9,328.8,11.2
107,23.4,-6.235,106.773,2017-01-05T11:00:00+0000,0.31,1008.6,78.1,27.5,312.9,8.5
108,23.3,-6.235,106.773,2017-01-05T12:00:00+0000,0.115,1008.8,81.0,26.8,297.9,8.2
109,23.6,-6.235,106.773,2017-01-05T13:00:00+0000,0.162,1008.9,84.2,26.5,313.5,4.8
110,23.7,-6.235,106.773,2017-01-05T14:00:00+0000,0.004,1009.6,86.2,26.1,297.1,3.6
111,23.7,-6.235,106.773,2017-01-05T15:00:00+0000,0.115,1010.3,87.9,25.8,286.6,2.8
112,23.4,-6.235,106.773,2017-01-05T16:00:00+0000,0.079,1010.3,87.9,25.5,234.1,3.4
113,23.1,-6.235,106.773,2017-01-05T17:00:00+0000,0.54,1010.3,87.8,25.3,208.7,4.7
114,22.8,-6.235,106.773,2017-01-05T18:00:00+0000,0.266,1010.0,87.3,25.1,195.9,6.0
115,22.4,-6.235,106.773,2017-01-05T19:00:00+0000,0.0,1009.8,85.6,25.0,185.3,6.3
116,22.2,-6.235,106.773,2017-01-05T20:00:00+0000,0.0,1009.7,84.8,24.9,183.4,6.1
117,22.1,-6.235,106.773,2017-01-05T21:00:00+0000,0.0,1009.4,85.0,24.8,174.3,5.4
118,21.9,-6.235,106.773,2017-01-05T22:00:00+0000,0.0,1009.6,85.7,24.5,174.9,5.7
119,21.9,-6.235,106.773,2017-01-05T23:00:00+0000,0.0,1009.7,85.6,24.4,173.7,6.3
120,22.1,-6.235,106.773,2017-01-06T00:00:00+0000,0.0,1010.1,81.1,25.5,169.2,5.9
121,22.3,-6.235,106.773,2017-01-06T01:00:00+0000,0.0,1010.0,75.7,27.0,155.0,5.3
122,21.9,-6.235,106.773,2017-01-06T02:00:00+0000,0.0,1010.3,62.2,30.0,123.9,2.6
123,21.7,-6.235,106.773,2017-01-06T03:00:00+0000,0.0,1010.0,54.0,32.2,304.4,0.8
124,21.4,-6.235,106.773,2017-01-06T04:00:00+0000,0.0,1009.4,50.4,33.2,335.3,4.0
125,21.2,-6.235,106.773,2017-01-06T05:00:00+0000,0.0,1008.8,50.6,32.8,338.4,6.7
126,21.3,-6.235,106.773,2017-01-06T06:00:00+0000,0.0,1008.0,51.9,32.5,339.5,8.5
127,21.6,-6.235,106.773,2017-01-06T07:00:00+0000,0.0,1007.2,54.3,31.9,322.9,13.0
128,21.9,-6.235,106.773,2017-01-06T08:00:00+0000,0.0,1006.9,56.5,31.6,320.6,12.5
129,22.2,-6.235,106.773,2017-01-06T09:00:00+0000,0.0,1006.9,59.8,31.0,313.1,11.7
130,22.5,-6.235,106.773,2017-01-06T10:00:00+0000,0.0,1007.4,64.0,30.1,303.3,10.2
131,22.9,-6.235,106.773,2017-01-06T11:00:00+0000,0.0,1007.9,71.3,28.6,298.3,7.0
132,22.8,-6.235,106.773,2017-01-06T12:00:00+0000,0.0,1008.5,75.3,27.6,285.5,5.6
133,22.7,-6.235,106.773,2017-01-06T13:00:00+0000,0.0,1008.7,77.0,27.1,258.2,5.1
134,22.7,-6.235,106.773,2017-01-06T14:00:00+0000,0.0,1009.3,79.2,26.7,229.7,4.1
135,22.6,-6.235,106.773,2017-01-06T15:00:00+0000,0.0,1009.6,80.2,26.4,201.7,4.2
136,22.6,-6.235,106.773,2017-01-06T16:00:00+0000,0.0,1009.7,81.1,26.1,199.3,4.5
137,22.5,-6.235,106.773,2017-01-06T17:00:00+0000,0.0,1009.8,82.1,25.8,195.5,4.7
138,22.5,-6.235,106.773,2017-01-06T18:00:00+0000,0.0,1009.6,81.7,25.8,189.3,5.1
139,22.5,-6.235,106.773,2017-01-06T19:00:00+0000,0.054,1009.4,81.1,26.0,227.0,6.6
140,22.4,-6.235,106.773,2017-01-06T20:00:00+0000,0.004,1009.0,82.4,25.6,217.0,7.8
141,22.2,-6.235,106.773,2017-01-06T21:00:00+0000,0.0,1008.5,84.2,25.1,207.3,8.4
142,22.2,-6.235,106.773,2017-01-06T22:00:00+0000,0.004,1008.9,85.0,24.9,199.4,8.5
143,22.1,-6.235,106.773,2017-01-06T23:00:00+0000,0.0,1009.2,85.5,24.7,193.1,8.4
144,22.2,-6.235,106.773,2017-01-07T00:00:00+0000,0.011,1009.8,80.5,25.9,196.5,8.0
145,22.2,-6.235,106.773,2017-01-07T01:00:00+0000,0.0,1010.1,71.4,27.8,230.5,6.6
146,21.7,-6.235,106.773,2017-01-07T02:00:00+0000,0.0,1010.3,62.7,29.5,272.0,10.3
147,21.3,-6.235,106.773,2017-01-07T03:00:00+0000,0.0,1010.0,58.9,30.2,278.7,14.7
148,21.1,-6.235,106.773,2017-01-07T04:00:00+0000,0.0,1009.4,55.5,31.1,281.4,15.8
149,20.9,-6.235,106.773,2017-01-07T05:00:00+0000,0.0,1008.5,52.6,31.7,285.7,16.4
150,20.7,-6.235,106.773,2017-01-07T06:00:00+0000,0.0,1007.6,50.7,32.2,291.3,15.9
151,20.5,-6.235,106.773,2017-01-07T07:00:00+0000,0.0,1006.9,49.8,32.3,294.6,14.9
152,20.5,-6.235,106.773,2017-01-07T08:00:00+0000,0.0,1006.5,50.4,32.1,297.9,15.8
153,20.7,-6.235,106.773,2017-01-07T09:00:00+0000,0.0,1006.4,53.2,31.3,298.7,15.8
154,21.1,-6.235,106.773,2017-01-07T10:00:00+0000,0.0,1006.7,58.4,30.2,298.2,13.6
155,21.5,-6.235,106.773,2017-01-07T11:00:00+0000,0.0,1007.1,65.6,28.6,298.2,10.7
156,21.5,-6.235,106.773,2017-01-07T12:00:00+0000,0.0,1007.7,68.9,27.7,287.6,8.9
157,21.5,-6.235,106.773,2017-01-07T13:00:00+0000,0.0,1008.2,70.5,27.3,247.1,8.9
158,21.3,-6.235,106.773,2017-01-07T14:00:00+0000,0.0,1009.2,71.3,27.0,231.7,9.2
159,21.2,-6.235,106.773,2017-01-07T15:00:00+0000,0.0,1009.7,72.5,26.6,220.4,9.6
160,21.2,-6.235,106.773,2017-01-07T16:00:00+0000,0.0,1009.3,74.0,26.2,213.5,9.7
161,21.1,-6.235,106.773,2017-01-07T17:00:00+0000,0.0,1009.0,75.7,25.7,207.4,9.7
162,21.1,-6.235,106.773,2017-01-07T18:00:00+0000,0.0,1008.6,77.5,25.3,202.2,9.5
163,21.0,-6.235,106.773,2017-01-07T19:00:00+0000,0.0,1008.5,79.1,24.8,195.4,7.7
164,20.9,-6.235,106.773,2017-01-07T20:00:00+0000,0.0,1008.2,80.2,24.6,188.0,8.0
165,20.9,-6.235,106.773,2017-01-07T21:00:00+0000,0.0,1008.1,80.7,24.4,186.0,7.6
166,20.8,-6.235,106.773,2017-01-07T22:00:00+0000,0.0,1008.5,80.9,24.3,185.4,7.7
167,20.7,-6.235,106.773,2017-01-07T23:00:00+0000,0.0,1008.9,80.7,24.3,184.5,7.8
168,20.9,-6.235,106.773,2017-01-08T00:00:00+0000,0.0,1009.6,75.3,25.7,186.3,7.5
169,21.2,-6.235,106.773,2017-01-08T01:00:00+0000,0.0,1009.9,66.3,28.1,228.6,5.2
170,20.8,-6.235,106.773,2017-01-08T02:00:00+0000,0.0,1009.8,58.2,29.9,269.4,7.3
171,20.5,-6.235,106.773,2017-01-08T03:00:00+0000,0.0,1009.5,53.3,31.2,285.7,9.7
172,20.6,-6.235,106.773,2017-01-08T04:00:00+0000,0.0,1008.8,49.9,32.4,297.6,12.1
173,20.4,-6.235,106.773,2017-01-08T05:00:00+0000,0.0,1007.9,48.8,32.6,305.2,13.9
174,20.5,-6.235,106.773,2017-01-08T06:00:00+0000,0.0,1007.1,48.3,32.9,310.8,15.3
175,20.5,-6.235,106.773,2017-01-08T07:00:00+0000,0.0,1006.5,48.8,32.8,316.1,16.7
176,20.9,-6.235,106.773,2017-01-08T08:00:00+0000,0.0,1006.1,51.0,32.3,321.4,16.9
177,21.2,-6.235,106.773,2017-01-08T09:00:00+0000,0.022,1005.7,55.4,31.2,320.6,16.2
178,21.5,-6.235,106.773,2017-01-08T10:00:00+0000,0.0,1006.1,60.5,30.0,315.0,13.9
179,22.0,-6.235,106.773,2017-01-08T11:00:00+0000,0.004,1006.5,68.3,28.4,313.0,10.1
180,22.0,-6.235,106.773,2017-01-08T12:00:00+0000,0.004,1007.1,72.2,27.5,304.7,7.6
181,22.7,-6.235,106.773,2017-01-08T13:00:00+0000,0.176,1007.7,76.5,27.2,243.4,6.6
182,22.6,-6.235,106.773,2017-01-08T14:00:00+0000,0.0,1008.2,77.6,26.9,207.9,7.5
183,22.6,-6.235,106.773,2017-01-08T15:00:00+0000,0.0,1008.6,78.7,26.6,186.0,8.2
184,22.5,-6.235,106.773,2017-01-08T16:00:00+0000,0.0,1008.5,79.9,26.2,183.4,7.9
185,22.4,-6.235,106.773,2017-01-08T17:00:00+0000,0.007,1008.5,81.1,25.9,184.9,7.9
186,22.3,-6.235,106.773,2017-01-08T18:00:00+0000,0.0,1008.4,82.3,25.5,191.1,8.3
187,22.3,-6.235,106.773,2017-01-08T19:00:00+0000,0.0,1008.1,83.6,25.3,192.2,7.5
188,22.2,-6.235,106.773,2017-01-08T20:00:00+0000,0.0,1007.7,84.4,25.0,199.5,8.0
189,22.1,-6.235,106.773,2017-01-08T21:00:00+0000,0.0,1008.0,85.0,24.8,197.5,9.0
190,22.1,-6.235,106.773,2017-01-08T22:00:00+0000,0.0,1008.5,85.4,24.7,192.6,8.6
191,22.0,-6.235,106.773,2017-01-08T23:00:00+0000,0.0,1009.0,85.2,24.6,188.0,8.5
192,22.1,-6.235,106.773,2017-01-09T00:00:00+0000,0.0,1009.4,78.9,26.0,184.7,7.5
193,21.7,-6.235,106.773,2017-01-09T01:00:00+0000,0.0,1009.6,62.8,29.6,238.4,2.2
194,21.4,-6.235,106.773,2017-01-09T02:00:00+0000,0.0,1009.8,55.4,31.5,342.3,4.3
195,21.3,-6.235,106.773,2017-01-09T03:00:00+0000,0.0,1009.5,53.9,31.9,354.3,6.5
196,21.3,-6.235,106.773,2017-01-09T04:00:00+0000,0.0,1008.7,52.3,32.3,351.8,9.3
197,21.3,-6.235,106.773,2017-01-09T05:00:00+0000,0.0,1008.0,51.6,32.6,348.8,11.3
198,21.5,-6.235,106.773,2017-01-09T06:00:00+0000,0.194,1007.1,51.7,32.8,347.1,12.4
199,21.8,-6.235,106.773,2017-01-09T07:00:00+0000,0.436,1006.4,55.8,31.8,341.5,15.0
200,22.1,-6.235,106.773,2017-01-09T08:00:00+0000,0.479,1006.2,58.6,31.2,338.6,15.3
201,22.4,-6.235,106.773,2017-01-09T09:00:00+0000,0.63,1006.4,63.1,30.2,339.1,12.9
202,22.7,-6.235,106.773,2017-01-09T10:00:00+0000,0.889,1007.4,68.2,29.2,345.5,11.6
203,23.2,-6.235,106.773,2017-01-09T11:00:00+0000,0.932,1008.3,76.2,27.7,340.9,8.3
204,23.4,-6.235,106.773,2017-01-09T12:00:00+0000,0.544,1009.2,80.9,26.9,329.9,6.2
205,23.7,-6.235,106.773,2017-01-09T13:00:00+0000,0.482,1009.4,81.7,27.1,24.8,0.5
206,23.7,-6.235,106.773,2017-01-09T14:00:00+0000,0.202,1009.8,82.6,26.9,298.3,1.1
207,23.6,-6.235,106.773,2017-01-09T15:00:00+0000,0.439,1009.8,83.9,26.6,227.9,2.0
208,23.4,-6.235,106.773,2017-01-09T16:00:00+0000,0.403,1009.5,84.5,26.3,176.1,3.2
209,23.2,-6.235,106.773,2017-01-09T17:00:00+0000,1.03,1009.1,85.8,25.8,158.3,6.8
210,23.2,-6.235,106.773,2017-01-09T18:00:00+0000,2.239,1008.6,87.5,25.4,152.5,9.7
211,23.4,-6.235,106.773,2017-01-09T19:00:00+0000,10.728,1009.3,91.4,24.9,171.1,6.8
212,23.6,-6.235,106.773,2017-01-09T20:00:00+0000,21.247,1009.6,94.6,24.5,196.9,9.1
213,23.3,-6.235,106.773,2017-01-09T21:00:00+0000,18.504,1009.4,94.5,24.2,188.9,13.5
214,22.9,-6.235,106.773,2017-01-09T22:00:00+0000,11.47,1009.8,93.4,24.0,183.5,13.7
215,22.5,-6.235,106.773,2017-01-09T23:00:00+0000,5.173,1009.9,92.1,23.8,170.2,12.7
216,22.2,-6.235,106.773,2017-01-10T00:00:00+0000,1.933,1010.7,91.2,23.7,152.3,11.3
217,22.3,-6.235,106.773,2017-01-10T01:00:00+0000,0.832,1011.6,91.3,23.8,134.8,6.8
218,22.6,-6.235,106.773,2017-01-10T02:00:00+0000,0.068,1011.6,88.8,24.6,158.1,5.1
219,22.6,-6.235,106.773,2017-01-10T03:00:00+0000,0.0,1011.3,84.4,25.5,157.0,3.4
220,23.2,-6.235,106.773,2017-01-10T04:00:00+0000,0.0,1011.0,78.6,27.3,287.5,0.7
221,23.8,-6.235,106.773,2017-01-10T05:00:00+0000,0.007,1010.3,75.6,28.5,326.5,3.8
222,24.0,-6.235,106.773,2017-01-10T06:00:00+0000,0.115,1009.4,75.1,28.9,329.0,5.8
223,24.0,-6.235,106.773,2017-01-10T07:00:00+0000,1.073,1008.9,77.8,28.3,342.3,10.5
224,24.1,-6.235,106.773,2017-01-10T08:00:00+0000,0.763,1008.4,79.1,28.1,343.8,11.1
225,23.9,-6.235,106.773,2017-01-10T09:00:00+0000,0.464,1008.3,79.9,27.7,340.3,8.4
226,23.8,-6.235,106.773,2017-01-10T10:00:00+0000,0.306,1009.0,80.9,27.4,328.3,5.9
227,24.3,-6.235,106.773,2017-01-10T11:00:00+0000,0.004,1009.6,87.6,26.5,316.2,2.4
228,23.8,-6.235,106.773,2017-01-10T12:00:00+0000,0.004,1010.4,91.3,25.4,233.1,0.9
229,23.8,-6.235,106.773,2017-01-10T13:00:00+0000,0.0,1010.9,92.4,25.2,120.8,2.4
230,23.6,-6.235,106.773,2017-01-10T14:00:00+0000,0.31,1011.5,91.7,25.0,140.4,3.5
231,23.4,-6.235,106.773,2017-01-10T15:00:00+0000,0.274,1011.7,92.0,24.8,144.3,3.1
232,23.2,-6.235,106.773,2017-01-10T16:00:00+0000,0.079,1011.6,91.9,24.6,164.2,4.0
233,22.9,-6.235,106.773,2017-01-10T17:00:00+0000,0.004,1011.4,91.8,24.4,177.4,5.5
234,22.8,-6.235,106.773,2017-01-10T18:00:00+0000,0.004,1011.2,92.6,24.1,178.2,7.0
235,22.7,-6.235,106.773,2017-01-10T19:00:00+0000,0.0,1011.3,93.8,23.7,177.7,8.0
236,22.5,-6.235,106.773,2017-01-10T20:00:00+0000,0.0,1011.0,94.6,23.5,178.0,8.1
237,22.4,-6.235,106.773,2017-01-10T21:00:00+0000,0.0,1010.8,94.7,23.3,183.4,8.4
238,22.3,-6.235,106.773,2017-01-10T22:00:00+0000,0.0,1011.2,95.0,23.2,184.2,8.3
239,22.3,-6.235,106.773,2017-01-10T23:00:00+0000,0.0,1011.6,95.3,23.0,187.4,8.4
240,22.7,-6.235,106.773,2017-01-11T00:00:00+0000,0.0,1012.2,92.1,24.0,188.5,8.0
241,23.3,-6.235,106.773,2017-01-11T01:00:00+0000,0.0,1012.5,84.4,26.1,195.3,6.9
242,23.1,-6.235,106.773,2017-01-11T02:00:00+0000,0.0,1012.6,75.4,27.9,220.1,6.8
243,23.0,-6.235,106.773,2017-01-11T03:00:00+0000,0.0,1012.1,69.1,29.2,238.6,7.6
244,22.9,-6.235,106.773,2017-01-11T04:00:00+0000,0.0,1010.8,63.5,30.6,260.3,8.9
245,23.0,-6.235,106.773,2017-01-11T05:00:00+0000,0.0,1009.8,60.4,31.7,270.0,10.6
246,22.9,-6.235,106.773,2017-01-11T06:00:00+0000,0.0,1008.7,59.2,31.9,270.9,13.1
