,dewpoint,latitude,longitude,observationTimeUtcIso,precipitationRate,pressure,relativeHumidity,temperature,windDirection,windSpeed
40,22.6,-6.235,106.773,2021-01-02T16:00:00+0000,0.0,1011.7,82.2,25.9,224.4,7.7
41,22.5,-6.235,106.773,2021-01-02T17:00:00+0000,0.0,1011.4,83.6,25.5,213.9,7.9
42,22.3,-6.235,106.773,2021-01-02T18:00:00+0000,0.0,1010.9,84.4,25.2,208.9,8.1
43,22.0,-6.235,106.773,2021-01-02T19:00:00+0000,0.0,1010.1,83.7,25.0,208.6,9.9
44,21.8,-6.235,106.773,2021-01-02T20:00:00+0000,0.0,1009.9,83.9,24.7,204.8,9.6
45,21.6,-6.235,106.773,2021-01-02T21:00:00+0000,0.0,1009.9,84.3,24.4,200.1,9.2
46,21.5,-6.235,106.773,2021-01-02T22:00:00+0000,0.0,1010.2,85.5,24.1,197.3,8.9
47,21.4,-6.235,106.773,2021-01-02T23:00:00+0000,0.0,1010.6,86.2,23.9,194.3,8.6
48,21.6,-6.235,106.773,2021-01-03T00:00:00+0000,0.0,1011.1,80.0,25.4,195.9,7.9
49,21.6,-6.235,106.773,2021-01-03T01:00:00+0000,0.0,1010.9,67.0,28.3,232.5,6.6
50,21.1,-6.235,106.773,2021-01-03T02:00:00+0000,0.0,1011.1,56.1,30.8,253.9,6.1
51,21.0,-6.235,106.773,2021-01-03T03:00:00+0000,0.0,1011.0,50.2,32.7,279.5,6.1
52,21.1,-6.235,106.773,2021-01-03T04:00:00+0000,0.043,1010.4,49.7,33.0,290.7,8.2
53,21.5,-6.235,106.773,2021-01-03T05:00:00+0000,0.623,1009.9,51.4,32.9,300.0,10.2
54,22.2,-6.235,106.773,2021-01-03T06:00:00+0000,1.58,1009.4,55.2,32.3,299.8,10.8
55,22.2,-6.235,106.773,2021-01-03T07:00:00+0000,0.382,1009.2,59.0,31.2,291.2,9.0
56,22.3,-6.235,106.773,2021-01-03T08:00:00+0000,0.619,1008.9,58.2,31.5,278.4,9.8
57,22.3,-6.235,106.773,2021-01-03T09:00:00+0000,0.662,1008.4,58.6,31.5,269.0,10.8
58,22.4,-6.235,106.773,2021-01-03T10:00:00+0000,0.353,1008.5,61.3,30.7,260.9,10.3
59,22.5,-6.235,106.773,2021-01-03T11:00:00+0000,0.126,1008.7,68.6,28.9,257.6,8.6
60,22.4,-6.235,106.773,2021-01-03T12:00:00+0000,0.0,1009.2,72.4,27.8,248.8,9.2
61,21.3,-6.235,106.773,2021-01-03T13:00:00+0000,0.0,1009.9,72.1,26.8,228.0,12.1
62,21.1,-6.235,106.773,2021-01-03T14:00:00+0000,0.0,1010.5,73.8,26.2,219.6,11.5
63,20.9,-6.235,106.773,2021-01-03T15:00:00+0000,0.0,1011.3,75.0,25.7,217.0,10.6
64,20.8,-6.235,106.773,2021-01-03T16:00:00+0000,0.0,1011.0,75.6,25.4,213.5,10.5
65,20.6,-6.235,106.773,2021-01-03T17:00:00+0000,0.0,1010.7,76.3,25.1,208.8,10.2
66,20.4,-6.235,106.773,2021-01-03T18:00:00+0000,0.0,1010.5,77.0,24.8,202.3,9.8
67,20.2,-6.235,106.773,2021-01-03T19:00:00+0000,0.0,1009.9,77.0,24.5,200.5,9.9
68,20.1,-6.235,106.773,2021-01-03T20:00:00+0000,0.0,1009.6,77.3,24.4,193.1,9.4
69,20.1,-6.235,106.773,2021-01-03T21:00:00+0000,0.0,1009.7,77.6,24.2,193.7,9.2
70,20.1,-6.235,106.773,2021-01-03T22:00:00+0000,0.0,1010.0,78.2,24.1,195.0,7.9
71,20.1,-6.235,106.773,2021-01-03T23:00:00+0000,0.0,1010.5,78.5,24.1,196.4,7.1
72,20.4,-6.235,106.773,2021-01-04T00:00:00+0000,0.0,1011.0,72.8,25.7,201.0,6.3
73,21.0,-6.235,106.773,2021-01-04T01:00:00+0000,0.0,1011.3,64.6,28.3,238.2,7.5
74,21.0,-6.235,106.773,2021-01-04T02:00:00+0000,0.0,1011.4,57.7,30.3,265.8,11.3
75,21.4,-6.235,106.773,2021-01-04T03:00:00+0000,0.216,1011.0,55.8,31.3,273.9,14.7
76,21.6,-6.235,106.773,2021-01-04T04:00:00+0000,0.547,1010.5,55.1,31.7,287.2,15.9
77,21.7,-6.235,106.773,2021-01-04T05:00:00+0000,0.749,1009.9,55.5,31.7,295.2,15.9
78,21.9,-6.235,106.773,2021-01-04T06:00:00+0000,0.821,1009.2,57.0,31.4,299.8,14.5
79,21.7,-6.235,106.773,2021-01-04T07:00:00+0000,0.403,1008.5,55.5,31.7,292.2,12.7
80,21.5,-6.235,106.773,2021-01-04T08:00:00+0000,0.238,1008.0,53.3,32.2,293.8,12.2
81,21.4,-6.235,106.773,2021-01-04T09:00:00+0000,0.083,1007.4,53.9,32.0,292.9,10.8
82,21.6,-6.235,106.773,2021-01-04T10:00:00+0000,0.0,1007.8,57.1,31.1,292.7,9.3
83,22.1,-6.235,106.773,2021-01-04T11:00:00+0000,0.0,1008.2,65.5,29.3,294.9,6.7
84,22.2,-6.235,106.773,2021-01-04T12:00:00+0000,0.0,1008.9,70.5,28.0,285.2,6.6
85,21.8,-6.235,106.773,2021-01-04T13:00:00+0000,0.0,1010.0,71.9,27.4,237.4,7.1
86,21.8,-6.235,106.773,2021-01-04T14:00:00+0000,0.0,1010.3,73.2,27.0,226.7,7.7
87,21.8,-6.235,106.773,2021-01-04T15:00:00+0000,0.0,1010.6,75.0,26.6,216.5,7.4
88,21.9,-6.235,106.773,2021-01-04T16:00:00+0000,0.0,1010.4,76.9,26.2,212.9,6.6
89,21.9,-6.235,106.773,2021-01-04T17:00:00+0000,0.0,1010.2,78.8,25.9,207.6,6.4
90,22.0,-6.235,106.773,2021-01-04T18:00:00+0000,0.0,1009.8,80.5,25.6,202.6,6.8
91,22.0,-6.235,106.773,2021-01-04T19:00:00+0000,0.0,1009.3,81.6,25.4,206.4,6.3
92,22.0,-6.235,106.773,2021-01-04T20:00:00+0000,0.0,1008.9,82.3,25.2,206.3,7.6
93,22.0,-6.235,106.773,2021-01-04T21:00:00+0000,0.0,1008.6,83.0,25.1,207.4,7.7
94,21.9,-6.235,106.773,2021-01-04T22:00:00+0000,0.0,1009.1,83.4,25.0,200.0,7.5
95,22.0,-6.235,106.773,2021-01-04T23:00:00+0000,0.0,1009.7,83.5,25.0,192.5,7.0
96,22.1,-6.235,106.773,2021-01-05T00:00:00+0000,0.0,1010.1,78.1,26.2,188.4,6.6
97,22.1,-6.235,106.773,2021-01-05T01:00:00+0000,0.263,1010.9,67.2,28.8,294.3,1.2
98,21.9,-6.235,106.773,2021-01-05T02:00:00+0000,0.126,1010.9,64.7,29.3,339.8,8.0
99,22.2,-6.235,106.773,2021-01-05T03:00:00+0000,0.227,1010.3,62.5,30.2,336.9,10.6
100,22.4,-6.235,106.773,2021-01-05T04:00:00+0000,0.191,1009.7,60.7,30.9,341.7,11.3
101,22.5,-6.235,106.773,2021-01-05T05:00:00+0000,0.202,1009.1,59.8,31.3,344.5,12.0
102,22.4,-6.235,106.773,2021-01-05T06:00:00+0000,0.115,1008.6,58.6,31.6,349.3,11.7
103,22.4,-6.235,106.773,2021-01-05T07:00:00+0000,0.144,1008.4,58.0,31.6,337.0,11.8
104,22.4,-6.235,106.773,2021-01-05T08:00:00+0000,0.187,1008.2,61.0,30.8,340.4,12.4
105,22.4,-6.235,106.773,2021-01-05T09:00:00+0000,0.155,1008.0,62.9,30.3,339.3,11.1
106,22.5,-6.235,106.773,2021-01-05T10:00:00+0000,0.047,1008.5,65.2,29.8,343.4,9.4
107,22.8,-6.235,106.773,2021-01-05T11:00:00+0000,0.007,1009.0,71.5,28.4,347.9,6.6
108,22.9,-6.235,106.773,2021-01-05T12:00:00+0000,0.0,1009.5,76.6,27.4,346.6,5.3
109,23.1,-6.235,106.773,2021-01-05T13:00:00+0000,0.0,1010.2,80.5,26.8,315.7,2.2
110,23.2,-6.235,106.773,2021-01-05T14:00:00+0000,0.0,1010.8,82.0,26.5,294.9,1.6
111,23.2,-6.235,106.773,2021-01-05T15:00:00+0000,0.054,1011.1,83.6,26.2,283.5,0.9
112,23.2,-6.235,106.773,2021-01-05T16:00:00+0000,0.076,1010.8,85.0,25.9,171.3,1.4
113,23.1,-6.235,106.773,2021-01-05T17:00:00+0000,0.086,1010.4,85.3,25.7,165.1,2.9
114,22.9,-6.235,106.773,2021-01-05T18:00:00+0000,0.022,1009.9,85.8,25.5,161.8,3.2
115,22.8,-6.235,106.773,2021-01-05T19:00:00+0000,0.0,1009.6,85.8,25.3,168.6,3.3
116,22.6,-6.235,106.773,2021-01-05T20:00:00+0000,0.209,1009.5,85.9,25.2,167.1,3.9
117,22.6,-6.235,106.773,2021-01-05T21:00:00+0000,0.169,1009.6,86.1,25.0,168.3,4.4
118,22.5,-6.235,106.773,2021-01-05T22:00:00+0000,0.0,1009.8,86.3,24.9,167.5,5.2
119,22.4,-6.235,106.773,2021-01-05T23:00:00+0000,0.004,1010.1,85.8,24.9,166.2,6.0
120,22.4,-6.235,106.773,2021-01-06T00:00:00+0000,0.011,1010.4,81.2,25.9,166.7,6.1
121,22.3,-6.235,106.773,2021-01-06T01:00:00+0000,0.0,1010.8,73.2,27.6,158.3,3.8
122,22.2,-6.235,106.773,2021-01-06T02:00:00+0000,0.0,1011.2,62.5,30.1,310.5,1.9
123,22.0,-6.235,106.773,2021-01-06T03:00:00+0000,0.216,1010.8,60.4,30.6,337.4,6.1
124,22.1,-6.235,106.773,2021-01-06T04:00:00+0000,0.173,1010.1,59.7,30.8,331.0,9.9
125,22.2,-6.235,106.773,2021-01-06T05:00:00+0000,0.259,1009.4,58.3,31.4,331.1,12.4
126,22.3,-6.235,106.773,2021-01-06T06:00:00+0000,0.259,1008.7,58.9,31.3,333.9,13.0
127,22.2,-6.235,106.773,2021-01-06T07:00:00+0000,0.112,1007.6,57.1,31.8,327.1,12.5
128,22.2,-6.235,106.773,2021-01-06T08:00:00+0000,0.551,1007.1,59.1,31.2,330.4,13.4
129,22.6,-6.235,106.773,2021-01-06T09:00:00+0000,1.292,1007.2,63.6,30.2,328.6,14.0
130,22.8,-6.235,106.773,2021-01-06T10:00:00+0000,0.58,1007.6,68.3,29.2,328.1,12.6
131,23.0,-6.235,106.773,2021-01-06T11:00:00+0000,0.112,1008.1,75.2,27.8,327.9,9.9
132,23.1,-6.235,106.773,2021-01-06T12:00:00+0000,0.011,1008.7,79.0,27.1,325.8,9.2
133,23.4,-6.235,106.773,2021-01-06T13:00:00+0000,0.288,1009.0,81.9,26.8,315.2,7.9
134,23.7,-6.235,106.773,2021-01-06T14:00:00+0000,0.986,1009.4,84.6,26.5,317.7,8.2
135,23.8,-6.235,106.773,2021-01-06T15:00:00+0000,1.123,1009.7,86.9,26.2,312.1,6.9
136,23.8,-6.235,106.773,2021-01-06T16:00:00+0000,0.209,1009.8,87.5,26.0,308.9,6.2
137,23.8,-6.235,106.773,2021-01-06T17:00:00+0000,1.318,1009.7,88.5,25.9,303.4,5.7
138,23.8,-6.235,106.773,2021-01-06T18:00:00+0000,1.109,1009.5,89.5,25.7,299.9,4.8
139,23.8,-6.235,106.773,2021-01-06T19:00:00+0000,0.515,1009.1,90.3,25.5,287.4,3.0
140,23.8,-6.235,106.773,2021-01-06T20:00:00+0000,1.451,1008.5,91.0,25.4,289.5,1.2
141,23.7,-6.235,106.773,2021-01-06T21:00:00+0000,1.426,1008.5,92.2,25.1,301.2,1.6
142,23.5,-6.235,106.773,2021-01-06T22:00:00+0000,2.052,1008.7,91.4,25.0,334.9,5.1
143,23.5,-6.235,106.773,2021-01-06T23:00:00+0000,2.477,1009.1,91.0,25.0,342.9,9.5
144,23.5,-6.235,106.773,2021-01-07T00:00:00+0000,5.99,1009.7,91.4,25.0,330.3,12.4
145,23.1,-6.235,106.773,2021-01-07T01:00:00+0000,4.9,1010.7,90.8,24.7,305.7,10.2
146,23.2,-6.235,106.773,2021-01-07T02:00:00+0000,2.401,1010.7,90.4,24.8,295.5,9.0
147,23.3,-6.235,106.773,2021-01-07T03:00:00+0000,1.015,1010.5,88.2,25.4,289.5,7.6
148,23.4,-6.235,106.773,2021-01-07T04:00:00+0000,0.41,1010.1,85.3,26.0,283.1,7.0
149,23.3,-6.235,106.773,2021-01-07T05:00:00+0000,0.22,1009.6,82.8,26.4,284.5,5.9
150,23.3,-6.235,106.773,2021-01-07T06:00:00+0000,0.104,1009.4,79.8,27.1,277.5,3.3
151,23.1,-6.235,106.773,2021-01-07T07:00:00+0000,0.101,1009.1,80.7,26.7,190.6,1.2
152,23.0,-6.235,106.773,2021-01-07T08:00:00+0000,0.065,1008.7,81.1,26.5,178.4,3.8
153,23.0,-6.235,106.773,2021-01-07T09:00:00+0000,0.029,1008.2,81.5,26.4,166.7,5.0
154,22.8,-6.235,106.773,2021-01-07T10:00:00+0000,0.036,1008.1,82.7,26.0,164.5,5.8
155,22.3,-6.235,106.773,2021-01-07T11:00:00+0000,0.022,1008.3,83.6,25.3,168.0,6.7
156,21.8,-6.235,106.773,2021-01-07T12:00:00+0000,0.007,1008.8,82.6,25.0,175.1,7.2
157,22.1,-6.235,106.773,2021-01-07T13:00:00+0000,0.0,1009.2,84.2,24.9,186.9,2.7
158,21.7,-6.235,106.773,2021-01-07T14:00:00+0000,0.0,1009.4,82.7,24.8,199.8,3.3
159,21.3,-6.235,106.773,2021-01-07T15:00:00+0000,0.0,1009.7,81.0,24.8,207.5,4.1
160,21.0,-6.235,106.773,2021-01-07T16:00:00+0000,0.0,1009.5,80.2,24.7,208.2,4.6
161,20.9,-6.235,106.773,2021-01-07T17:00:00+0000,0.0,1009.3,80.0,24.5,208.2,4.5
162,20.7,-6.235,106.773,2021-01-07T18:00:00+0000,0.0,1009.0,79.7,24.4,206.2,4.8
163,20.7,-6.235,106.773,2021-01-07T19:00:00+0000,0.0,1008.6,80.5,24.3,207.4,4.5
164,20.6,-6.235,106.773,2021-01-07T20:00:00+0000,0.0,1008.3,81.1,24.1,206.0,4.9
165,20.6,-6.235,106.773,2021-01-07T21:00:00+0000,0.0,1008.3,81.9,23.9,197.9,5.7
166,20.7,-6.235,106.773,2021-01-07T22:00:00+0000,0.0,1008.8,82.9,23.7,196.6,5.8
167,20.8,-6.235,106.773,2021-01-07T23:00:00+0000,0.0,1009.3,83.6,23.8,192.9,5.3
168,21.2,-6.235,106.773,2021-01-08T00:00:00+0000,0.0,1010.1,77.8,25.3,190.8,5.6
169,22.1,-6.235,106.773,2021-01-08T01:00:00+0000,0.0,1010.4,76.3,26.6,201.1,6.1
170,22.8,-6.235,106.773,2021-01-08T02:00:00+0000,0.0,1010.8,65.5,30.0,205.5,2.5
171,23.0,-6.235,106.773,2021-01-08T03:00:00+0000,0.065,1010.4,58.4,32.2,334.9,1.9
172,22.7,-6.235,106.773,2021-01-08T04:00:00+0000,0.108,1009.9,58.9,31.8,337.5,5.9
173,22.7,-6.235,106.773,2021-01-08T05:00:00+0000,0.151,1009.2,58.7,31.8,330.2,7.5
174,22.7,-6.235,106.773,2021-01-08T06:00:00+0000,0.086,1008.6,58.8,31.8,317.2,8.0
175,23.0,-6.235,106.773,2021-01-08T07:00:00+0000,0.817,1008.1,63.8,30.7,318.8,12.2
176,23.1,-6.235,106.773,2021-01-08T08:00:00+0000,0.277,1007.6,66.7,30.0,306.0,9.4
177,23.1,-6.235,106.773,2021-01-08T09:00:00+0000,0.083,1007.4,66.1,30.1,289.2,6.7
178,23.0,-6.235,106.773,2021-01-08T10:00:00+0000,0.076,1007.7,67.9,29.6,269.4,7.0
179,23.3,-6.235,106.773,2021-01-08T11:00:00+0000,0.115,1008.3,75.0,28.1,257.0,6.9
180,23.1,-6.235,106.773,2021-01-08T12:00:00+0000,0.014,1008.8,78.5,27.2,246.5,8.5
181,22.8,-6.235,106.773,2021-01-08T13:00:00+0000,0.0,1009.2,79.6,26.6,244.9,5.8
182,22.6,-6.235,106.773,2021-01-08T14:00:00+0000,0.0,1009.9,80.1,26.3,230.7,7.4
183,22.6,-6.235,106.773,2021-01-08T15:00:00+0000,0.0,1010.5,81.3,26.0,218.5,7.6
184,22.5,-6.235,106.773,2021-01-08T16:00:00+0000,0.0,1010.4,82.5,25.7,215.8,8.5
185,22.5,-6.235,106.773,2021-01-08T17:00:00+0000,0.0,1010.3,83.7,25.4,211.3,9.3
186,22.5,-6.235,106.773,2021-01-08T18:00:00+0000,0.022,1009.9,84.7,25.3,208.9,9.6
187,22.9,-6.235,106.773,2021-01-08T19:00:00+0000,0.14,1009.4,87.0,25.2,198.3,8.5
188,22.8,-6.235,106.773,2021-01-08T20:00:00+0000,0.119,1008.9,87.9,25.0,190.2,9.3
189,22.7,-6.235,106.773,2021-01-08T21:00:00+0000,0.022,1008.3,88.2,24.8,185.9,9.2
190,22.7,-6.235,106.773,2021-01-08T22:00:00+0000,0.0,1008.5,88.9,24.6,183.8,8.6
191,22.7,-6.235,106.773,2021-01-08T23:00:00+0000,0.0,1008.8,90.3,24.3,186.7,8.3
192,22.9,-6.235,106.773,2021-01-09T00:00:00+0000,0.011,1009.4,85.6,25.5,193.7,7.7
193,23.3,-6.235,106.773,2021-01-09T01:00:00+0000,0.522,1009.9,78.3,27.4,222.5,7.7
194,23.4,-6.235,106.773,2021-01-09T02:00:00+0000,1.422,1010.4,71.4,29.2,262.0,7.3
195,23.7,-6.235,106.773,2021-01-09T03:00:00+0000,0.767,1010.3,70.5,29.6,286.1,7.9
196,23.7,-6.235,106.773,2021-01-09T04:00:00+0000,0.414,1010.0,76.5,28.3,274.4,9.4
197,23.8,-6.235,106.773,2021-01-09T05:00:00+0000,0.655,1009.6,81.6,27.3,268.4,10.4
198,23.8,-6.235,106.773,2021-01-09T06:00:00+0000,1.512,1009.4,85.5,26.4,265.1,10.9
199,23.7,-6.235,106.773,2021-01-09T07:00:00+0000,2.682,1009.0,89.3,25.6,272.4,11.3
200,23.7,-6.235,106.773,2021-01-09T08:00:00+0000,4.525,1008.7,91.4,25.2,266.5,10.7
201,23.6,-6.235,106.773,2021-01-09T09:00:00+0000,4.738,1008.4,92.1,24.9,266.0,10.4
202,23.6,-6.235,106.773,2021-01-09T10:00:00+0000,4.414,1008.6,92.4,24.9,276.5,9.2
203,23.5,-6.235,106.773,2021-01-09T11:00:00+0000,3.712,1008.9,92.5,24.8,279.0,9.4
204,23.4,-6.235,106.773,2021-01-09T12:00:00+0000,1.768,1009.3,92.1,24.8,279.5,10.7
205,23.4,-6.235,106.773,2021-01-09T13:00:00+0000,0.508,1010.1,91.6,24.9,255.1,6.4
206,23.3,-6.235,106.773,2021-01-09T14:00:00+0000,0.032,1010.2,90.7,24.9,254.5,8.9
207,23.1,-6.235,106.773,2021-01-09T15:00:00+0000,0.0,1010.4,90.9,24.6,247.6,8.1
208,23.1,-6.235,106.773,2021-01-09T16:00:00+0000,0.007,1010.7,90.0,24.8,245.4,8.0
209,23.0,-6.235,106.773,2021-01-09T17:00:00+0000,0.191,1010.5,89.8,24.8,242.8,8.3
210,22.9,-6.235,106.773,2021-01-09T18:00:00+0000,0.385,1010.1,89.8,24.7,241.5,9.3
211,22.5,-6.235,106.773,2021-01-09T19:00:00+0000,0.202,1009.4,88.8,24.5,239.7,11.7
212,22.3,-6.235,106.773,2021-01-09T20:00:00+0000,0.014,1008.6,88.4,24.4,242.1,11.5
213,22.2,-6.235,106.773,2021-01-09T21:00:00+0000,0.0,1008.4,88.5,24.3,240.7,9.8
214,22.2,-6.235,106.773,2021-01-09T22:00:00+0000,0.0,1008.8,89.0,24.1,230.6,8.6
215,22.1,-6.235,106.773,2021-01-09T23:00:00+0000,0.0,1009.2,89.5,24.0,227.0,7.9
216,22.6,-6.235,106.773,2021-01-10T00:00:00+0000,0.0,1009.7,84.3,25.4,228.3,7.5
217,22.5,-6.235,106.773,2021-01-10T01:00:00+0000,0.0,1010.0,77.3,26.8,233.8,9.7
218,22.5,-6.235,106.773,2021-01-10T02:00:00+0000,0.0,1010.4,72.4,27.9,234.7,10.6
219,22.5,-6.235,106.773,2021-01-10T03:00:00+0000,0.011,1010.5,70.9,28.3,244.6,11.9
220,22.5,-6.235,106.773,2021-01-10T04:00:00+0000,0.004,1009.9,70.8,28.3,253.2,14.8
221,22.5,-6.235,106.773,2021-01-10T05:00:00+0000,0.004,1009.4,69.1,28.7,253.7,16.4
222,22.5,-6.235,106.773,2021-01-10T06:00:00+0000,0.004,1008.8,65.4,29.7,253.6,16.9
223,23.0,-6.235,106.773,2021-01-10T07:00:00+0000,0.0,1008.1,64.8,30.4,267.9,14.8
224,23.3,-6.235,106.773,2021-01-10T08:00:00+0000,1.706,1007.8,68.2,29.8,263.2,13.8
225,23.6,-6.235,106.773,2021-01-10T09:00:00+0000,2.354,1007.8,72.7,29.0,257.8,13.3
226,23.7,-6.235,106.773,2021-01-10T10:00:00+0000,0.432,1008.2,75.7,28.4,256.5,12.0
227,23.5,-6.235,106.773,2021-01-10T11:00:00+0000,0.0,1008.4,81.8,26.9,252.9,10.9
228,23.2,-6.235,106.773,2021-01-10T12:00:00+0000,0.011,1009.1,84.0,26.1,247.6,11.0
229,22.7,-6.235,106.773,2021-01-10T13:00:00+0000,0.0,1009.8,84.2,25.5,245.0,10.7
230,22.5,-6.235,106.773,2021-01-10T14:00:00+0000,0.0,1010.4,84.8,25.3,240.2,10.4
231,22.5,-6.235,106.773,2021-01-10T15:00:00+0000,0.086,1010.8,85.7,25.0,231.9,9.1
232,22.4,-6.235,106.773,2021-01-10T16:00:00+0000,0.216,1010.8,86.7,24.8,225.9,7.9
233,22.4,-6.235,106.773,2021-01-10T17:00:00+0000,0.382,1010.7,87.8,24.6,219.6,7.6
234,22.3,-6.235,106.773,2021-01-10T18:00:00+0000,0.439,1010.3,88.7,24.3,217.8,7.5
235,22.8,-6.235,106.773,2021-01-10T19:00:00+0000,0.338,1009.3,90.3,24.5,230.7,7.7
236,22.7,-6.235,106.773,2021-01-10T20:00:00+0000,0.13,1008.6,90.4,24.4,216.6,8.0
237,22.6,-6.235,106.773,2021-01-10T21:00:00+0000,0.007,1008.5,90.4,24.2,205.5,7.8
238,22.5,-6.235,106.773,2021-01-10T22:00:00+0000,0.0,1009.2,90.6,24.1,199.4,7.8
239,22.3,-6.235,106.773,2021-01-10T23:00:00+0000,0.011,1009.8,91.8,23.8,196.7,7.6
240,22.7,-6.235,106.773,2021-01-11T00:00:00+0000,0.0,1010.4,86.6,25.1,199.3,8.0
241,22.9,-6.235,106.773,2021-01-11T01:00:00+0000,0.0,1011.2,78.5,27.0,236.2,8.2
242,22.7,-6.235,106.773,2021-01-11T02:00:00+0000,0.0,1011.3,70.6,28.6,259.7,9.6
243,22.8,-6.235,106.773,2021-01-11T03:00:00+0000,0.13,1010.8,65.5,30.0,266.7,10.6
244,22.8,-6.235,106.773,2021-01-11T04:00:00+0000,0.49,1010.6,62.4,30.8,279.6,11.6
245,22.6,-6.235,106.773,2021-01-11T05:00:00+0000,0.731,1010.1,61.5,30.9,285.5,12.7
246,22.8,-6.235,106.773,2021-01-11T06:00:00+0000,0.832,1009.7,61.5,31.0,286.3,12.9
