,Location,Date
0,Jakarta,2021-01-01
1,Jakarta,2021-01-08
2,Jakarta,2021-01-13
3,Jakarta,2021-01-24
4,Jakarta,2021-01-25
5,Jakarta,2021-01-29
6,Jakarta,2021-02-03
7,Jakarta,2021-02-07
8,Jakarta,2021-02-08
9,Jakarta,2021-02-09
